beta1	beta2	beta3	lmax
1.717277e+01	1.491659e+01	2.396604e+01	-9.410146
1.717282e+01	1.491659e+01	2.396599e+01	-9.410146
1.717288e+01	1.491658e+01	2.396594e+01	-9.410149
1.717294e+01	1.491657e+01	2.396590e+01	-9.410145
1.717299e+01	1.491655e+01	2.396584e+01	-9.410146
1.717305e+01	1.491653e+01	2.396578e+01	-9.410141
1.717311e+01	1.491651e+01	2.396573e+01	-9.410143
1.717317e+01	1.491650e+01	2.396567e+01	-9.410143
1.717322e+01	1.491651e+01	2.396563e+01	-9.410145
1.717328e+01	1.491649e+01	2.396558e+01	-9.410145
1.717334e+01	1.491646e+01	2.396548e+01	-9.410141
1.717339e+01	1.491645e+01	2.396546e+01	-9.410139
1.717345e+01	1.491644e+01	2.396541e+01	-9.410141
1.717351e+01	1.491643e+01	2.396536e+01	-9.410145
1.717356e+01	1.491642e+01	2.396530e+01	-9.410141
1.717362e+01	1.491640e+01	2.396524e+01	-9.410140
1.717368e+01	1.491640e+01	2.396520e+01	-9.410141
1.717374e+01	1.491638e+01	2.396515e+01	-9.410141
1.717379e+01	1.491637e+01	2.396510e+01	-9.410139
1.717385e+01	1.491636e+01	2.396505e+01	-9.410141
1.717391e+01	1.491634e+01	2.396499e+01	-9.410139
1.717396e+01	1.491633e+01	2.396493e+01	-9.410135
1.717402e+01	1.491632e+01	2.396491e+01	-9.410139
1.717408e+01	1.491630e+01	2.396483e+01	-9.410137
1.717414e+01	1.491630e+01	2.396477e+01	-9.410136
1.717419e+01	1.491628e+01	2.396471e+01	-9.410134
1.717425e+01	1.491627e+01	2.396467e+01	-9.410139
1.717431e+01	1.491626e+01	2.396462e+01	-9.410137
1.717436e+01	1.491626e+01	2.396456e+01	-9.410136
1.717442e+01	1.491624e+01	2.396450e+01	-9.410134
1.717448e+01	1.491623e+01	2.396446e+01	-9.410136
1.717453e+01	1.491622e+01	2.396441e+01	-9.410135
1.717459e+01	1.491619e+01	2.396435e+01	-9.410137
1.717465e+01	1.491619e+01	2.396431e+01	-9.410135
1.717471e+01	1.491617e+01	2.396425e+01	-9.410133
1.717476e+01	1.491617e+01	2.396419e+01	-9.410136
1.717482e+01	1.491614e+01	2.396413e+01	-9.410134
1.717488e+01	1.491614e+01	2.396408e+01	-9.410131
1.717493e+01	1.491613e+01	2.396404e+01	-9.410132
1.717499e+01	1.491612e+01	2.396398e+01	-9.410134
1.717505e+01	1.491611e+01	2.396394e+01	-9.410132
1.717511e+01	1.491609e+01	2.396388e+01	-9.410131
1.717516e+01	1.491609e+01	2.396384e+01	-9.410133
1.717522e+01	1.491607e+01	2.396377e+01	-9.410131
1.717528e+01	1.491605e+01	2.396372e+01	-9.410131
1.717533e+01	1.491604e+01	2.396368e+01	-9.410130
1.717539e+01	1.491603e+01	2.396363e+01	-9.410131
1.717545e+01	1.491602e+01	2.396358e+01	-9.410132
1.717550e+01	1.491600e+01	2.396351e+01	-9.410131
1.717556e+01	1.491600e+01	2.396344e+01	-9.410130
1.717562e+01	1.491597e+01	2.396340e+01	-9.410128
1.717568e+01	1.491597e+01	2.396334e+01	-9.410129
1.717573e+01	1.491595e+01	2.396329e+01	-9.410129
1.717579e+01	1.491595e+01	2.396323e+01	-9.410129
1.717585e+01	1.491595e+01	2.396320e+01	-9.410128
1.717590e+01	1.491593e+01	2.396313e+01	-9.410128
1.717596e+01	1.491591e+01	2.396307e+01	-9.410126
1.717602e+01	1.491589e+01	2.396305e+01	-9.410127
1.717608e+01	1.491589e+01	2.396299e+01	-9.410128
1.717613e+01	1.491588e+01	2.396293e+01	-9.410130
1.717619e+01	1.491587e+01	2.396288e+01	-9.410128
1.717625e+01	1.491585e+01	2.396283e+01	-9.410125
1.717630e+01	1.491582e+01	2.396276e+01	-9.410126
1.717636e+01	1.491582e+01	2.396272e+01	-9.410124
1.717642e+01	1.491581e+01	2.396267e+01	-9.410127
1.717647e+01	1.491579e+01	2.396261e+01	-9.410128
1.717653e+01	1.491579e+01	2.396256e+01	-9.410126
1.717659e+01	1.491577e+01	2.396251e+01	-9.410125
1.717665e+01	1.491576e+01	2.396245e+01	-9.410128
1.717670e+01	1.491576e+01	2.396240e+01	-9.410125
1.717676e+01	1.491574e+01	2.396235e+01	-9.410122
1.717682e+01	1.491572e+01	2.396229e+01	-9.410122
1.717687e+01	1.491570e+01	2.396223e+01	-9.410120
1.717693e+01	1.491570e+01	2.396219e+01	-9.410120
1.717699e+01	1.491568e+01	2.396213e+01	-9.410121
1.717705e+01	1.491566e+01	2.396208e+01	-9.410123
1.717710e+01	1.491566e+01	2.396203e+01	-9.410123
1.717716e+01	1.491565e+01	2.396195e+01	-9.410120
1.717722e+01	1.491564e+01	2.396192e+01	-9.410120
1.717727e+01	1.491563e+01	2.396188e+01	-9.410119
1.717733e+01	1.491561e+01	2.396182e+01	-9.410120
1.717739e+01	1.491559e+01	2.396178e+01	-9.410120
1.717744e+01	1.491560e+01	2.396170e+01	-9.410117
1.717750e+01	1.491557e+01	2.396167e+01	-9.410117
1.717756e+01	1.491557e+01	2.396161e+01	-9.410120
1.717762e+01	1.491554e+01	2.396156e+01	-9.410120
1.717767e+01	1.491554e+01	2.396150e+01	-9.410117
1.717773e+01	1.491552e+01	2.396143e+01	-9.410116
1.717779e+01	1.491552e+01	2.396139e+01	-9.410116
1.717784e+01	1.491550e+01	2.396134e+01	-9.410113
1.717790e+01	1.491550e+01	2.396129e+01	-9.410112
1.717796e+01	1.491548e+01	2.396123e+01	-9.410115
1.717802e+01	1.491546e+01	2.396117e+01	-9.410114
1.717807e+01	1.491545e+01	2.396112e+01	-9.410114
1.717813e+01	1.491545e+01	2.396108e+01	-9.410112
1.717819e+01	1.491545e+01	2.396103e+01	-9.410114
1.717824e+01	1.491541e+01	2.396097e+01	-9.410112
1.717830e+01	1.491540e+01	2.396092e+01	-9.410116
1.717836e+01	1.491540e+01	2.396087e+01	-9.410113
1.717841e+01	1.491538e+01	2.396080e+01	-9.410111
1.717847e+01	1.491536e+01	2.396076e+01	-9.410112
1.717853e+01	1.491536e+01	2.396070e+01	-9.410110
1.717859e+01	1.491536e+01	2.396066e+01	-9.410112
1.717864e+01	1.491534e+01	2.396061e+01	-9.410110
1.717870e+01	1.491532e+01	2.396054e+01	-9.410110
1.717876e+01	1.491531e+01	2.396050e+01	-9.410112
1.717881e+01	1.491532e+01	2.396042e+01	-9.410107
1.717887e+01	1.491528e+01	2.396039e+01	-9.410110
1.717893e+01	1.491527e+01	2.396034e+01	-9.410110
1.717898e+01	1.491527e+01	2.396030e+01	-9.410110
1.717904e+01	1.491524e+01	2.396022e+01	-9.410111
1.717910e+01	1.491523e+01	2.396018e+01	-9.410111
1.717916e+01	1.491522e+01	2.396013e+01	-9.410110
1.717921e+01	1.491521e+01	2.396007e+01	-9.410110
1.717927e+01	1.491520e+01	2.396003e+01	-9.410109
1.717933e+01	1.491519e+01	2.395998e+01	-9.410112
1.717938e+01	1.491517e+01	2.395991e+01	-9.410106
1.717944e+01	1.491516e+01	2.395987e+01	-9.410107
1.717950e+01	1.491516e+01	2.395980e+01	-9.410108
1.717956e+01	1.491514e+01	2.395975e+01	-9.410106
1.717961e+01	1.491512e+01	2.395971e+01	-9.410109
1.717967e+01	1.491513e+01	2.395965e+01	-9.410107
1.717973e+01	1.491511e+01	2.395960e+01	-9.410107
1.717978e+01	1.491510e+01	2.395955e+01	-9.410107
1.717984e+01	1.491508e+01	2.395949e+01	-9.410105
1.717990e+01	1.491507e+01	2.395943e+01	-9.410103
1.717995e+01	1.491504e+01	2.395939e+01	-9.410105
1.718001e+01	1.491504e+01	2.395933e+01	-9.410103
1.718007e+01	1.491503e+01	2.395928e+01	-9.410105
1.718013e+01	1.491501e+01	2.395922e+01	-9.410106
1.718018e+01	1.491501e+01	2.395917e+01	-9.410104
1.718024e+01	1.491498e+01	2.395915e+01	-9.410101
1.718030e+01	1.491499e+01	2.395908e+01	-9.410104
1.718035e+01	1.491497e+01	2.395901e+01	-9.410099
1.718041e+01	1.491495e+01	2.395895e+01	-9.410099
1.718047e+01	1.491494e+01	2.395891e+01	-9.410100
1.718053e+01	1.491494e+01	2.395887e+01	-9.410104
1.718058e+01	1.491492e+01	2.395881e+01	-9.410099
1.718064e+01	1.491491e+01	2.395875e+01	-9.410097
1.718070e+01	1.491489e+01	2.395872e+01	-9.410101
1.718075e+01	1.491489e+01	2.395867e+01	-9.410100
1.718081e+01	1.491488e+01	2.395860e+01	-9.410098
1.718087e+01	1.491487e+01	2.395853e+01	-9.410098
1.718092e+01	1.491484e+01	2.395848e+01	-9.410099
1.718098e+01	1.491483e+01	2.395843e+01	-9.410099
1.718104e+01	1.491482e+01	2.395838e+01	-9.410096
1.718110e+01	1.491482e+01	2.395833e+01	-9.410094
1.718115e+01	1.491480e+01	2.395828e+01	-9.410095
1.718121e+01	1.491478e+01	2.395823e+01	-9.410095
1.718127e+01	1.491477e+01	2.395818e+01	-9.410095
1.718132e+01	1.491476e+01	2.395813e+01	-9.410097
1.718138e+01	1.491474e+01	2.395807e+01	-9.410098
1.718144e+01	1.491473e+01	2.395801e+01	-9.410098
1.718150e+01	1.491473e+01	2.395796e+01	-9.410093
1.718155e+01	1.491470e+01	2.395790e+01	-9.410093
1.718161e+01	1.491470e+01	2.395785e+01	-9.410093
1.718167e+01	1.491470e+01	2.395781e+01	-9.410093
1.718172e+01	1.491468e+01	2.395775e+01	-9.410093
1.718178e+01	1.491465e+01	2.395770e+01	-9.410093
1.718184e+01	1.491466e+01	2.395765e+01	-9.410090
1.718189e+01	1.491464e+01	2.395760e+01	-9.410093
1.718195e+01	1.491462e+01	2.395752e+01	-9.410090
1.718201e+01	1.491462e+01	2.395749e+01	-9.410094
1.718207e+01	1.491459e+01	2.395744e+01	-9.410091
1.718212e+01	1.491458e+01	2.395738e+01	-9.410089
1.718218e+01	1.491458e+01	2.395734e+01	-9.410091
1.718224e+01	1.491457e+01	2.395727e+01	-9.410091
1.718229e+01	1.491456e+01	2.395723e+01	-9.410091
1.718235e+01	1.491453e+01	2.395717e+01	-9.410092
1.718241e+01	1.491453e+01	2.395712e+01	-9.410090
1.718247e+01	1.491453e+01	2.395707e+01	-9.410088
1.718252e+01	1.491449e+01	2.395703e+01	-9.410089
1.718258e+01	1.491449e+01	2.395697e+01	-9.410088
1.718264e+01	1.491449e+01	2.395692e+01	-9.410090
1.718269e+01	1.491446e+01	2.395685e+01	-9.410088
1.718275e+01	1.491445e+01	2.395680e+01	-9.410085
1.718281e+01	1.491445e+01	2.395676e+01	-9.410091
1.718286e+01	1.491443e+01	2.395671e+01	-9.410087
1.718292e+01	1.491442e+01	2.395664e+01	-9.410086
1.718298e+01	1.491441e+01	2.395659e+01	-9.410086
1.718304e+01	1.491440e+01	2.395652e+01	-9.410084
1.718309e+01	1.491438e+01	2.395648e+01	-9.410086
1.718315e+01	1.491437e+01	2.395644e+01	-9.410086
1.718321e+01	1.491436e+01	2.395638e+01	-9.410085
1.718326e+01	1.491435e+01	2.395632e+01	-9.410084
1.718332e+01	1.491434e+01	2.395629e+01	-9.410080
1.718338e+01	1.491432e+01	2.395623e+01	-9.410082
1.718344e+01	1.491430e+01	2.395616e+01	-9.410081
1.718349e+01	1.491429e+01	2.395611e+01	-9.410080
1.718355e+01	1.491428e+01	2.395605e+01	-9.410085
1.718361e+01	1.491428e+01	2.395601e+01	-9.410082
1.718366e+01	1.491427e+01	2.395597e+01	-9.410082
1.718372e+01	1.491425e+01	2.395591e+01	-9.410080
1.718378e+01	1.491425e+01	2.395584e+01	-9.410083
1.718383e+01	1.491422e+01	2.395580e+01	-9.410079
1.718389e+01	1.491420e+01	2.395574e+01	-9.410080
1.718395e+01	1.491420e+01	2.395571e+01	-9.410080
1.718401e+01	1.491419e+01	2.395565e+01	-9.410084
1.718406e+01	1.491418e+01	2.395559e+01	-9.410078
1.718412e+01	1.491417e+01	2.395553e+01	-9.410078
1.718418e+01	1.491414e+01	2.395550e+01	-9.410077
1.718423e+01	1.491413e+01	2.395543e+01	-9.410076
1.718429e+01	1.491414e+01	2.395538e+01	-9.410076
1.718435e+01	1.491411e+01	2.395533e+01	-9.410076
1.718441e+01	1.491410e+01	2.395527e+01	-9.410075
1.718446e+01	1.491410e+01	2.395521e+01	-9.410075
1.718452e+01	1.491406e+01	2.395517e+01	-9.410076
1.718458e+01	1.491406e+01	2.395512e+01	-9.410076
1.718463e+01	1.491405e+01	2.395506e+01	-9.410075
1.718469e+01	1.491404e+01	2.395501e+01	-9.410074
1.718475e+01	1.491402e+01	2.395495e+01	-9.410076
1.718480e+01	1.491402e+01	2.395491e+01	-9.410075
1.718486e+01	1.491400e+01	2.395485e+01	-9.410075
1.718492e+01	1.491399e+01	2.395480e+01	-9.410073
1.718498e+01	1.491398e+01	2.395474e+01	-9.410072
1.718503e+01	1.491397e+01	2.395470e+01	-9.410073
1.718509e+01	1.491396e+01	2.395464e+01	-9.410071
1.718515e+01	1.491395e+01	2.395459e+01	-9.410072
1.718520e+01	1.491393e+01	2.395453e+01	-9.410071
1.718526e+01	1.491391e+01	2.395447e+01	-9.410072
1.718532e+01	1.491390e+01	2.395443e+01	-9.410071
1.718538e+01	1.491390e+01	2.395437e+01	-9.410069
1.718543e+01	1.491387e+01	2.395432e+01	-9.410071
1.718549e+01	1.491387e+01	2.395428e+01	-9.410069
1.718555e+01	1.491385e+01	2.395422e+01	-9.410069
1.718560e+01	1.491386e+01	2.395417e+01	-9.410069
1.718566e+01	1.491384e+01	2.395411e+01	-9.410070
1.718572e+01	1.491383e+01	2.395406e+01	-9.410069
1.718577e+01	1.491381e+01	2.395401e+01	-9.410069
1.718583e+01	1.491380e+01	2.395396e+01	-9.410069
1.718589e+01	1.491378e+01	2.395390e+01	-9.410065
1.718595e+01	1.491377e+01	2.395385e+01	-9.410068
1.718600e+01	1.491376e+01	2.395379e+01	-9.410066
1.718606e+01	1.491373e+01	2.395375e+01	-9.410067
1.718612e+01	1.491373e+01	2.395369e+01	-9.410065
1.718617e+01	1.491372e+01	2.395365e+01	-9.410065
1.718623e+01	1.491372e+01	2.395357e+01	-9.410064
1.718629e+01	1.491371e+01	2.395353e+01	-9.410064
1.718635e+01	1.491369e+01	2.395348e+01	-9.410067
1.718640e+01	1.491367e+01	2.395343e+01	-9.410061
1.718646e+01	1.491367e+01	2.395339e+01	-9.410065
1.718652e+01	1.491366e+01	2.395333e+01	-9.410064
1.718657e+01	1.491363e+01	2.395327e+01	-9.410065
1.718663e+01	1.491363e+01	2.395321e+01	-9.410063
1.718669e+01	1.491360e+01	2.395318e+01	-9.410061
1.718674e+01	1.491360e+01	2.395311e+01	-9.410062
1.718680e+01	1.491358e+01	2.395307e+01	-9.410063
1.718686e+01	1.491358e+01	2.395301e+01	-9.410064
1.718692e+01	1.491357e+01	2.395296e+01	-9.410062
1.718697e+01	1.491357e+01	2.395290e+01	-9.410059
1.718703e+01	1.491353e+01	2.395284e+01	-9.410059
1.718709e+01	1.491354e+01	2.395279e+01	-9.410057
1.718714e+01	1.491351e+01	2.395275e+01	-9.410061
1.718720e+01	1.491350e+01	2.395271e+01	-9.410061
1.718726e+01	1.491349e+01	2.395265e+01	-9.410059
1.718732e+01	1.491349e+01	2.395261e+01	-9.410059
1.718737e+01	1.491348e+01	2.395254e+01	-9.410059
1.718743e+01	1.491346e+01	2.395249e+01	-9.410057
1.718749e+01	1.491344e+01	2.395243e+01	-9.410055
1.718754e+01	1.491345e+01	2.395238e+01	-9.410058
1.718760e+01	1.491341e+01	2.395233e+01	-9.410055
1.718766e+01	1.491340e+01	2.395226e+01	-9.410057
1.718771e+01	1.491338e+01	2.395222e+01	-9.410055
1.718777e+01	1.491337e+01	2.395217e+01	-9.410055
1.718783e+01	1.491336e+01	2.395211e+01	-9.410053
1.718789e+01	1.491336e+01	2.395206e+01	-9.410055
1.718794e+01	1.491334e+01	2.395200e+01	-9.410052
1.718800e+01	1.491333e+01	2.395196e+01	-9.410056
1.718806e+01	1.491331e+01	2.395189e+01	-9.410053
1.718811e+01	1.491331e+01	2.395185e+01	-9.410049
1.718817e+01	1.491331e+01	2.395181e+01	-9.410053
1.718823e+01	1.491328e+01	2.395174e+01	-9.410053
1.718829e+01	1.491329e+01	2.395168e+01	-9.410052
1.718834e+01	1.491327e+01	2.395165e+01	-9.410052
1.718840e+01	1.491326e+01	2.395161e+01	-9.410054
1.718846e+01	1.491323e+01	2.395154e+01	-9.410053
1.718851e+01	1.491322e+01	2.395149e+01	-9.410053
1.718857e+01	1.491321e+01	2.395144e+01	-9.410051
1.718863e+01	1.491321e+01	2.395138e+01	-9.410050
1.718868e+01	1.491318e+01	2.395131e+01	-9.410049
1.718874e+01	1.491317e+01	2.395128e+01	-9.410050
1.718880e+01	1.491316e+01	2.395121e+01	-9.410047
1.718886e+01	1.491316e+01	2.395117e+01	-9.410048
1.718891e+01	1.491314e+01	2.395113e+01	-9.410046
1.718897e+01	1.491313e+01	2.395108e+01	-9.410051
1.718903e+01	1.491311e+01	2.395101e+01	-9.410049
1.718908e+01	1.491311e+01	2.395097e+01	-9.410046
1.718914e+01	1.491309e+01	2.395090e+01	-9.410048
1.718920e+01	1.491307e+01	2.395085e+01	-9.410048
1.718926e+01	1.491307e+01	2.395081e+01	-9.410048
1.718931e+01	1.491305e+01	2.395075e+01	-9.410047
1.718937e+01	1.491304e+01	2.395069e+01	-9.410048
1.718943e+01	1.491303e+01	2.395065e+01	-9.410047
1.718948e+01	1.491302e+01	2.395058e+01	-9.410045
1.718954e+01	1.491301e+01	2.395052e+01	-9.410047
1.718960e+01	1.491299e+01	2.395048e+01	-9.410044
1.718965e+01	1.491298e+01	2.395042e+01	-9.410044
1.718971e+01	1.491297e+01	2.395038e+01	-9.410044
1.718977e+01	1.491295e+01	2.395032e+01	-9.410044
1.718983e+01	1.491294e+01	2.395028e+01	-9.410040
1.718988e+01	1.491292e+01	2.395022e+01	-9.410042
1.718994e+01	1.491291e+01	2.395015e+01	-9.410040
1.719000e+01	1.491291e+01	2.395012e+01	-9.410041
1.719005e+01	1.491291e+01	2.395006e+01	-9.410042
1.719011e+01	1.491288e+01	2.395002e+01	-9.410042
1.719017e+01	1.491287e+01	2.394996e+01	-9.410041
1.719023e+01	1.491287e+01	2.394991e+01	-9.410040
1.719028e+01	1.491284e+01	2.394985e+01	-9.410040
1.719034e+01	1.491284e+01	2.394982e+01	-9.410040
1.719040e+01	1.491282e+01	2.394977e+01	-9.410039
1.719045e+01	1.491281e+01	2.394969e+01	-9.410038
1.719051e+01	1.491279e+01	2.394963e+01	-9.410036
1.719057e+01	1.491279e+01	2.394959e+01	-9.410038
1.719062e+01	1.491277e+01	2.394953e+01	-9.410040
1.719068e+01	1.491276e+01	2.394948e+01	-9.410037
1.719074e+01	1.491274e+01	2.394944e+01	-9.410036
1.719080e+01	1.491274e+01	2.394940e+01	-9.410036
1.719085e+01	1.491272e+01	2.394933e+01	-9.410037
1.719091e+01	1.491270e+01	2.394928e+01	-9.410035
1.719097e+01	1.491269e+01	2.394921e+01	-9.410034
1.719102e+01	1.491269e+01	2.394917e+01	-9.410034
1.719108e+01	1.491268e+01	2.394912e+01	-9.410034
1.719114e+01	1.491266e+01	2.394907e+01	-9.410039
1.719120e+01	1.491265e+01	2.394903e+01	-9.410034
1.719125e+01	1.491263e+01	2.394896e+01	-9.410031
1.719131e+01	1.491263e+01	2.394891e+01	-9.410032
1.719137e+01	1.491261e+01	2.394886e+01	-9.410031
1.719142e+01	1.491259e+01	2.394880e+01	-9.410030
1.719148e+01	1.491258e+01	2.394874e+01	-9.410029
1.719154e+01	1.491257e+01	2.394870e+01	-9.410029
1.719159e+01	1.491256e+01	2.394864e+01	-9.410030
1.719165e+01	1.491255e+01	2.394860e+01	-9.410030
1.719171e+01	1.491253e+01	2.394853e+01	-9.410030
1.719177e+01	1.491252e+01	2.394848e+01	-9.410030
1.719182e+01	1.491251e+01	2.394844e+01	-9.410028
1.719188e+01	1.491251e+01	2.394840e+01	-9.410030
1.719194e+01	1.491249e+01	2.394834e+01	-9.410030
1.719199e+01	1.491248e+01	2.394828e+01	-9.410028
1.719205e+01	1.491247e+01	2.394823e+01	-9.410030
1.719211e+01	1.491245e+01	2.394818e+01	-9.410032
1.719217e+01	1.491244e+01	2.394811e+01	-9.410025
1.719222e+01	1.491242e+01	2.394808e+01	-9.410028
1.719228e+01	1.491242e+01	2.394801e+01	-9.410026
1.719234e+01	1.491240e+01	2.394795e+01	-9.410028
1.719239e+01	1.491239e+01	2.394790e+01	-9.410027
1.719245e+01	1.491238e+01	2.394785e+01	-9.410028
1.719251e+01	1.491237e+01	2.394780e+01	-9.410025
1.719256e+01	1.491236e+01	2.394775e+01	-9.410025
1.719262e+01	1.491234e+01	2.394768e+01	-9.410023
1.719268e+01	1.491232e+01	2.394766e+01	-9.410021
1.719274e+01	1.491232e+01	2.394760e+01	-9.410024
1.719279e+01	1.491231e+01	2.394755e+01	-9.410027
1.719285e+01	1.491230e+01	2.394750e+01	-9.410025
1.719291e+01	1.491229e+01	2.394745e+01	-9.410028
1.719296e+01	1.491228e+01	2.394740e+01	-9.410026
1.719302e+01	1.491226e+01	2.394733e+01	-9.410021
1.719308e+01	1.491225e+01	2.394727e+01	-9.410021
1.719314e+01	1.491224e+01	2.394723e+01	-9.410021
1.719319e+01	1.491222e+01	2.394716e+01	-9.410015
1.719325e+01	1.491221e+01	2.394713e+01	-9.410021
1.719331e+01	1.491219e+01	2.394706e+01	-9.410019
1.719336e+01	1.491219e+01	2.394702e+01	-9.410019
1.719342e+01	1.491216e+01	2.394695e+01	-9.410017
1.719348e+01	1.491216e+01	2.394691e+01	-9.410017
1.719353e+01	1.491215e+01	2.394686e+01	-9.410018
1.719359e+01	1.491212e+01	2.394682e+01	-9.410016
1.719365e+01	1.491212e+01	2.394677e+01	-9.410019
1.719371e+01	1.491211e+01	2.394669e+01	-9.410017
1.719376e+01	1.491210e+01	2.394665e+01	-9.410015
1.719382e+01	1.491209e+01	2.394660e+01	-9.410019
1.719388e+01	1.491207e+01	2.394656e+01	-9.410015
1.719393e+01	1.491205e+01	2.394649e+01	-9.410014
1.719399e+01	1.491206e+01	2.394643e+01	-9.410016
1.719405e+01	1.491205e+01	2.394639e+01	-9.410016
1.719411e+01	1.491203e+01	2.394635e+01	-9.410014
1.719416e+01	1.491202e+01	2.394627e+01	-9.410014
1.719422e+01	1.491200e+01	2.394621e+01	-9.410012
1.719428e+01	1.491198e+01	2.394616e+01	-9.410011
1.719433e+01	1.491198e+01	2.394611e+01	-9.410012
1.719439e+01	1.491198e+01	2.394609e+01	-9.410013
1.719445e+01	1.491195e+01	2.394601e+01	-9.410009
1.719450e+01	1.491194e+01	2.394596e+01	-9.410011
1.719456e+01	1.491192e+01	2.394591e+01	-9.410013
1.719462e+01	1.491192e+01	2.394586e+01	-9.410013
1.719468e+01	1.491190e+01	2.394582e+01	-9.410010
1.719473e+01	1.491190e+01	2.394576e+01	-9.410013
1.719479e+01	1.491187e+01	2.394570e+01	-9.410009
1.719485e+01	1.491186e+01	2.394566e+01	-9.410007
1.719490e+01	1.491186e+01	2.394561e+01	-9.410010
1.719496e+01	1.491184e+01	2.394553e+01	-9.410004
1.719502e+01	1.491184e+01	2.394549e+01	-9.410006
1.719508e+01	1.491183e+01	2.394544e+01	-9.410006
1.719513e+01	1.491181e+01	2.394540e+01	-9.410005
1.719519e+01	1.491179e+01	2.394534e+01	-9.410007
1.719525e+01	1.491178e+01	2.394530e+01	-9.410007
1.719530e+01	1.491177e+01	2.394523e+01	-9.410007
1.719536e+01	1.491177e+01	2.394519e+01	-9.410007
1.719542e+01	1.491175e+01	2.394513e+01	-9.410004
1.719547e+01	1.491174e+01	2.394506e+01	-9.410003
1.719553e+01	1.491173e+01	2.394501e+01	-9.410003
1.719559e+01	1.491171e+01	2.394496e+01	-9.410004
1.719565e+01	1.491170e+01	2.394493e+01	-9.410004
1.719570e+01	1.491169e+01	2.394485e+01	-9.410002
1.719576e+01	1.491167e+01	2.394479e+01	-9.410000
1.719582e+01	1.491167e+01	2.394476e+01	-9.410004
1.719587e+01	1.491165e+01	2.394471e+01	-9.410001
1.719593e+01	1.491163e+01	2.394466e+01	-9.410002
1.719599e+01	1.491161e+01	2.394460e+01	-9.410000
1.719605e+01	1.491161e+01	2.394454e+01	-9.410002
1.719610e+01	1.491160e+01	2.394450e+01	-9.410001
1.719616e+01	1.491159e+01	2.394444e+01	-9.410000
1.719622e+01	1.491158e+01	2.394440e+01	-9.410000
1.719627e+01	1.491156e+01	2.394434e+01	-9.409999
1.719633e+01	1.491156e+01	2.394429e+01	-9.409997
1.719639e+01	1.491153e+01	2.394425e+01	-9.409997
1.719644e+01	1.491152e+01	2.394417e+01	-9.409996
1.719650e+01	1.491152e+01	2.394413e+01	-9.409994
1.719656e+01	1.491149e+01	2.394407e+01	-9.409994
1.719662e+01	1.491149e+01	2.394402e+01	-9.409992
1.719667e+01	1.491149e+01	2.394398e+01	-9.409994
1.719673e+01	1.491146e+01	2.394392e+01	-9.409996
1.719679e+01	1.491146e+01	2.394386e+01	-9.409994
1.719684e+01	1.491145e+01	2.394382e+01	-9.409992
1.719690e+01	1.491143e+01	2.394376e+01	-9.409993
1.719696e+01	1.491142e+01	2.394372e+01	-9.409996
1.719702e+01	1.491142e+01	2.394369e+01	-9.409994
1.719707e+01	1.491139e+01	2.394360e+01	-9.409992
1.719713e+01	1.491136e+01	2.394353e+01	-9.409990
1.719719e+01	1.491137e+01	2.394350e+01	-9.409994
1.719724e+01	1.491136e+01	2.394344e+01	-9.409990
1.719730e+01	1.491134e+01	2.394339e+01	-9.409992
1.719736e+01	1.491133e+01	2.394334e+01	-9.409988
1.719741e+01	1.491132e+01	2.394330e+01	-9.409990
1.719747e+01	1.491131e+01	2.394324e+01	-9.409992
