beta1	beta2	beta3	lmax
1.731815e+01	1.488573e+01	2.383484e+01	-9.408649
1.731820e+01	1.488571e+01	2.383480e+01	-9.408649
1.731826e+01	1.488570e+01	2.383474e+01	-9.408648
1.731832e+01	1.488569e+01	2.383469e+01	-9.408648
1.731838e+01	1.488567e+01	2.383464e+01	-9.408648
1.731843e+01	1.488566e+01	2.383460e+01	-9.408645
1.731849e+01	1.488565e+01	2.383454e+01	-9.408647
1.731855e+01	1.488563e+01	2.383451e+01	-9.408642
1.731860e+01	1.488562e+01	2.383447e+01	-9.408642
1.731866e+01	1.488561e+01	2.383438e+01	-9.408638
1.731872e+01	1.488560e+01	2.383434e+01	-9.408641
1.731878e+01	1.488558e+01	2.383431e+01	-9.408640
1.731883e+01	1.488556e+01	2.383425e+01	-9.408638
1.731889e+01	1.488555e+01	2.383420e+01	-9.408640
1.731895e+01	1.488555e+01	2.383415e+01	-9.408638
1.731900e+01	1.488555e+01	2.383408e+01	-9.408635
1.731906e+01	1.488553e+01	2.383405e+01	-9.408638
1.731912e+01	1.488552e+01	2.383399e+01	-9.408634
1.731917e+01	1.488551e+01	2.383394e+01	-9.408633
1.731923e+01	1.488549e+01	2.383388e+01	-9.408630
1.731929e+01	1.488549e+01	2.383383e+01	-9.408637
1.731935e+01	1.488547e+01	2.383380e+01	-9.408632
1.731940e+01	1.488546e+01	2.383375e+01	-9.408631
1.731946e+01	1.488544e+01	2.383370e+01	-9.408632
1.731952e+01	1.488544e+01	2.383364e+01	-9.408630
1.731957e+01	1.488542e+01	2.383360e+01	-9.408629
1.731963e+01	1.488540e+01	2.383353e+01	-9.408627
1.731969e+01	1.488540e+01	2.383350e+01	-9.408627
1.731975e+01	1.488540e+01	2.383345e+01	-9.408627
1.731980e+01	1.488538e+01	2.383338e+01	-9.408623
1.731986e+01	1.488537e+01	2.383335e+01	-9.408622
1.731992e+01	1.488536e+01	2.383330e+01	-9.408624
1.731997e+01	1.488534e+01	2.383325e+01	-9.408621
1.732003e+01	1.488533e+01	2.383320e+01	-9.408621
1.732009e+01	1.488532e+01	2.383313e+01	-9.408619
1.732014e+01	1.488530e+01	2.383310e+01	-9.408618
1.732020e+01	1.488530e+01	2.383306e+01	-9.408619
1.732026e+01	1.488527e+01	2.383299e+01	-9.408616
1.732032e+01	1.488526e+01	2.383294e+01	-9.408617
1.732037e+01	1.488525e+01	2.383292e+01	-9.408619
1.732043e+01	1.488526e+01	2.383283e+01	-9.408615
1.732049e+01	1.488521e+01	2.383280e+01	-9.408613
1.732054e+01	1.488521e+01	2.383273e+01	-9.408613
1.732060e+01	1.488520e+01	2.383269e+01	-9.408611
1.732066e+01	1.488519e+01	2.383266e+01	-9.408613
1.732072e+01	1.488519e+01	2.383261e+01	-9.408613
1.732077e+01	1.488517e+01	2.383255e+01	-9.408611
1.732083e+01	1.488516e+01	2.383248e+01	-9.408607
1.732089e+01	1.488515e+01	2.383243e+01	-9.408609
1.732094e+01	1.488513e+01	2.383238e+01	-9.408606
1.732100e+01	1.488513e+01	2.383234e+01	-9.408607
1.732106e+01	1.488510e+01	2.383230e+01	-9.408607
1.732111e+01	1.488509e+01	2.383224e+01	-9.408606
1.732117e+01	1.488509e+01	2.383219e+01	-9.408609
1.732123e+01	1.488507e+01	2.383214e+01	-9.408604
1.732129e+01	1.488506e+01	2.383210e+01	-9.408602
1.732134e+01	1.488505e+01	2.383204e+01	-9.408600
1.732140e+01	1.488503e+01	2.383199e+01	-9.408600
1.732146e+01	1.488501e+01	2.383194e+01	-9.408598
1.732151e+01	1.488501e+01	2.383189e+01	-9.408600
1.732157e+01	1.488499e+01	2.383186e+01	-9.408600
1.732163e+01	1.488499e+01	2.383179e+01	-9.408598
1.732169e+01	1.488497e+01	2.383175e+01	-9.408596
1.732174e+01	1.488495e+01	2.383170e+01	-9.408596
1.732180e+01	1.488496e+01	2.383164e+01	-9.408594
1.732186e+01	1.488495e+01	2.383159e+01	-9.408594
1.732191e+01	1.488494e+01	2.383153e+01	-9.408590
1.732197e+01	1.488493e+01	2.383150e+01	-9.408592
1.732203e+01	1.488490e+01	2.383145e+01	-9.408590
1.732208e+01	1.488489e+01	2.383138e+01	-9.408588
1.732214e+01	1.488489e+01	2.383134e+01	-9.408588
1.732220e+01	1.488487e+01	2.383130e+01	-9.408588
1.732226e+01	1.488486e+01	2.383123e+01	-9.408587
1.732231e+01	1.488484e+01	2.383119e+01	-9.408588
1.732237e+01	1.488484e+01	2.383114e+01	-9.408587
1.732243e+01	1.488481e+01	2.383108e+01	-9.408584
1.732248e+01	1.488482e+01	2.383103e+01	-9.408585
1.732254e+01	1.488479e+01	2.383099e+01	-9.408584
1.732260e+01	1.488478e+01	2.383094e+01	-9.408583
1.732266e+01	1.488477e+01	2.383089e+01	-9.408582
1.732271e+01	1.488476e+01	2.383083e+01	-9.408581
1.732277e+01	1.488475e+01	2.383079e+01	-9.408577
1.732283e+01	1.488474e+01	2.383073e+01	-9.408579
1.732288e+01	1.488473e+01	2.383069e+01	-9.408579
1.732294e+01	1.488471e+01	2.383062e+01	-9.408575
1.732300e+01	1.488470e+01	2.383059e+01	-9.408579
1.732305e+01	1.488469e+01	2.383054e+01	-9.408576
1.732311e+01	1.488467e+01	2.383049e+01	-9.408573
1.732317e+01	1.488468e+01	2.383045e+01	-9.408575
1.732323e+01	1.488464e+01	2.383039e+01	-9.408575
1.732328e+01	1.488465e+01	2.383034e+01	-9.408575
1.732334e+01	1.488461e+01	2.383029e+01	-9.408572
1.732340e+01	1.488461e+01	2.383025e+01	-9.408570
1.732345e+01	1.488460e+01	2.383020e+01	-9.408569
1.732351e+01	1.488460e+01	2.383014e+01	-9.408570
1.732357e+01	1.488457e+01	2.383010e+01	-9.408569
1.732363e+01	1.488456e+01	2.383004e+01	-9.408565
1.732368e+01	1.488455e+01	2.382997e+01	-9.408566
1.732374e+01	1.488454e+01	2.382994e+01	-9.408564
1.732380e+01	1.488452e+01	2.382988e+01	-9.408565
1.732385e+01	1.488453e+01	2.382985e+01	-9.408563
1.732391e+01	1.488451e+01	2.382979e+01	-9.408563
1.732397e+01	1.488449e+01	2.382973e+01	-9.408560
1.732402e+01	1.488449e+01	2.382970e+01	-9.408560
1.732408e+01	1.488446e+01	2.382964e+01	-9.408560
1.732414e+01	1.488445e+01	2.382959e+01	-9.408559
1.732420e+01	1.488445e+01	2.382954e+01	-9.408558
1.732425e+01	1.488444e+01	2.382949e+01	-9.408557
1.732431e+01	1.488441e+01	2.382945e+01	-9.408556
1.732437e+01	1.488441e+01	2.382940e+01	-9.408558
1.732442e+01	1.488440e+01	2.382933e+01	-9.408552
1.732448e+01	1.488438e+01	2.382929e+01	-9.408555
1.732454e+01	1.488438e+01	2.382924e+01	-9.408550
1.732460e+01	1.488437e+01	2.382921e+01	-9.408548
1.732465e+01	1.488436e+01	2.382915e+01	-9.408549
1.732471e+01	1.488434e+01	2.382908e+01	-9.408552
1.732477e+01	1.488432e+01	2.382905e+01	-9.408548
1.732482e+01	1.488433e+01	2.382900e+01	-9.408548
1.732488e+01	1.488429e+01	2.382894e+01	-9.408546
1.732494e+01	1.488428e+01	2.382890e+01	-9.408545
1.732499e+01	1.488429e+01	2.382885e+01	-9.408546
1.732505e+01	1.488427e+01	2.382879e+01	-9.408546
1.732511e+01	1.488426e+01	2.382875e+01	-9.408548
1.732517e+01	1.488424e+01	2.382869e+01	-9.408543
1.732522e+01	1.488423e+01	2.382863e+01	-9.408544
1.732528e+01	1.488422e+01	2.382860e+01	-9.408541
1.732534e+01	1.488421e+01	2.382855e+01	-9.408543
1.732539e+01	1.488419e+01	2.382850e+01	-9.408541
1.732545e+01	1.488417e+01	2.382842e+01	-9.408535
1.732551e+01	1.488417e+01	2.382839e+01	-9.408539
1.732557e+01	1.488416e+01	2.382833e+01	-9.408537
1.732562e+01	1.488414e+01	2.382829e+01	-9.408536
1.732568e+01	1.488413e+01	2.382823e+01	-9.408536
1.732574e+01	1.488413e+01	2.382817e+01	-9.408529
1.732579e+01	1.488411e+01	2.382814e+01	-9.408531
1.732585e+01	1.488410e+01	2.382809e+01	-9.408533
1.732591e+01	1.488408e+01	2.382805e+01	-9.408534
1.732596e+01	1.488408e+01	2.382799e+01	-9.408529
1.732602e+01	1.488407e+01	2.382794e+01	-9.408528
1.732608e+01	1.488405e+01	2.382789e+01	-9.408529
1.732614e+01	1.488404e+01	2.382784e+01	-9.408527
1.732619e+01	1.488403e+01	2.382778e+01	-9.408527
1.732625e+01	1.488402e+01	2.382774e+01	-9.408525
1.732631e+01	1.488401e+01	2.382769e+01	-9.408527
1.732636e+01	1.488400e+01	2.382766e+01	-9.408526
1.732642e+01	1.488399e+01	2.382760e+01	-9.408528
1.732648e+01	1.488397e+01	2.382754e+01	-9.408525
1.732654e+01	1.488396e+01	2.382750e+01	-9.408523
1.732659e+01	1.488395e+01	2.382744e+01	-9.408525
1.732665e+01	1.488394e+01	2.382738e+01	-9.408522
1.732671e+01	1.488393e+01	2.382734e+01	-9.408524
1.732676e+01	1.488391e+01	2.382731e+01	-9.408521
1.732682e+01	1.488389e+01	2.382725e+01	-9.408519
1.732688e+01	1.488388e+01	2.382719e+01	-9.408516
1.732693e+01	1.488387e+01	2.382714e+01	-9.408516
1.732699e+01	1.488386e+01	2.382709e+01	-9.408516
1.732705e+01	1.488384e+01	2.382703e+01	-9.408512
1.732711e+01	1.488385e+01	2.382700e+01	-9.408512
1.732716e+01	1.488383e+01	2.382695e+01	-9.408513
1.732722e+01	1.488381e+01	2.382688e+01	-9.408508
1.732728e+01	1.488379e+01	2.382685e+01	-9.408510
1.732733e+01	1.488379e+01	2.382680e+01	-9.408511
1.732739e+01	1.488377e+01	2.382671e+01	-9.408505
1.732745e+01	1.488375e+01	2.382671e+01	-9.408508
1.732751e+01	1.488376e+01	2.382666e+01	-9.408508
1.732756e+01	1.488373e+01	2.382661e+01	-9.408506
1.732762e+01	1.488371e+01	2.382655e+01	-9.408504
1.732768e+01	1.488371e+01	2.382649e+01	-9.408503
1.732773e+01	1.488370e+01	2.382644e+01	-9.408501
1.732779e+01	1.488369e+01	2.382640e+01	-9.408501
1.732785e+01	1.488367e+01	2.382634e+01	-9.408502
1.732790e+01	1.488367e+01	2.382630e+01	-9.408501
1.732796e+01	1.488365e+01	2.382624e+01	-9.408498
1.732802e+01	1.488365e+01	2.382620e+01	-9.408499
1.732808e+01	1.488363e+01	2.382616e+01	-9.408498
1.732813e+01	1.488362e+01	2.382610e+01	-9.408497
1.732819e+01	1.488362e+01	2.382604e+01	-9.408499
1.732825e+01	1.488361e+01	2.382599e+01	-9.408496
1.732830e+01	1.488358e+01	2.382595e+01	-9.408493
1.732836e+01	1.488358e+01	2.382590e+01	-9.408495
1.732842e+01	1.488356e+01	2.382584e+01	-9.408491
1.732848e+01	1.488356e+01	2.382579e+01	-9.408492
1.732853e+01	1.488354e+01	2.382575e+01	-9.408487
1.732859e+01	1.488353e+01	2.382572e+01	-9.408487
1.732865e+01	1.488352e+01	2.382564e+01	-9.408489
1.732870e+01	1.488350e+01	2.382559e+01	-9.408487
1.732876e+01	1.488348e+01	2.382554e+01	-9.408486
1.732882e+01	1.488348e+01	2.382549e+01	-9.408485
1.732887e+01	1.488346e+01	2.382545e+01	-9.408487
1.732893e+01	1.488346e+01	2.382539e+01	-9.408484
1.732899e+01	1.488344e+01	2.382535e+01	-9.408485
1.732905e+01	1.488344e+01	2.382530e+01	-9.408485
1.732910e+01	1.488342e+01	2.382524e+01	-9.408482
1.732916e+01	1.488341e+01	2.382521e+01	-9.408481
1.732922e+01	1.488340e+01	2.382515e+01	-9.408479
1.732927e+01	1.488338e+01	2.382510e+01	-9.408481
1.732933e+01	1.488337e+01	2.382505e+01	-9.408477
1.732939e+01	1.488337e+01	2.382500e+01	-9.408478
1.732945e+01	1.488334e+01	2.382495e+01	-9.408477
1.732950e+01	1.488332e+01	2.382490e+01	-9.408476
1.732956e+01	1.488331e+01	2.382484e+01	-9.408472
1.732962e+01	1.488332e+01	2.382477e+01	-9.408470
1.732967e+01	1.488329e+01	2.382475e+01	-9.408472
1.732973e+01	1.488328e+01	2.382469e+01	-9.408471
1.732979e+01	1.488327e+01	2.382465e+01	-9.408475
1.732984e+01	1.488325e+01	2.382459e+01	-9.408468
1.732990e+01	1.488325e+01	2.382457e+01	-9.408470
1.732996e+01	1.488324e+01	2.382451e+01	-9.408466
1.733002e+01	1.488323e+01	2.382445e+01	-9.408466
1.733007e+01	1.488321e+01	2.382440e+01	-9.408468
1.733013e+01	1.488321e+01	2.382434e+01	-9.408468
1.733019e+01	1.488318e+01	2.382429e+01	-9.408464
1.733024e+01	1.488317e+01	2.382425e+01	-9.408464
1.733030e+01	1.488316e+01	2.382419e+01	-9.408461
1.733036e+01	1.488315e+01	2.382416e+01	-9.408463
1.733042e+01	1.488313e+01	2.382412e+01	-9.408461
1.733047e+01	1.488313e+01	2.382404e+01	-9.408458
1.733053e+01	1.488312e+01	2.382400e+01	-9.408459
1.733059e+01	1.488311e+01	2.382396e+01	-9.408463
1.733064e+01	1.488310e+01	2.382390e+01	-9.408453
1.733070e+01	1.488308e+01	2.382384e+01	-9.408457
1.733076e+01	1.488307e+01	2.382379e+01	-9.408455
1.733081e+01	1.488305e+01	2.382376e+01	-9.408454
1.733087e+01	1.488305e+01	2.382369e+01	-9.408454
1.733093e+01	1.488303e+01	2.382365e+01	-9.408451
1.733099e+01	1.488301e+01	2.382360e+01	-9.408451
1.733104e+01	1.488300e+01	2.382355e+01	-9.408454
1.733110e+01	1.488300e+01	2.382351e+01	-9.408451
1.733116e+01	1.488297e+01	2.382345e+01	-9.408449
1.733121e+01	1.488296e+01	2.382339e+01	-9.408447
1.733127e+01	1.488295e+01	2.382335e+01	-9.408449
1.733133e+01	1.488296e+01	2.382330e+01	-9.408448
1.733139e+01	1.488293e+01	2.382324e+01	-9.408444
1.733144e+01	1.488292e+01	2.382319e+01	-9.408443
1.733150e+01	1.488290e+01	2.382315e+01	-9.408443
1.733156e+01	1.488288e+01	2.382309e+01	-9.408442
1.733161e+01	1.488288e+01	2.382306e+01	-9.408440
1.733167e+01	1.488287e+01	2.382300e+01	-9.408440
1.733173e+01	1.488287e+01	2.382296e+01	-9.408439
1.733178e+01	1.488284e+01	2.382291e+01	-9.408438
1.733184e+01	1.488284e+01	2.382284e+01	-9.408438
1.733190e+01	1.488283e+01	2.382280e+01	-9.408438
1.733196e+01	1.488280e+01	2.382276e+01	-9.408436
1.733201e+01	1.488280e+01	2.382271e+01	-9.408436
1.733207e+01	1.488278e+01	2.382265e+01	-9.408434
1.733213e+01	1.488278e+01	2.382261e+01	-9.408432
1.733218e+01	1.488277e+01	2.382256e+01	-9.408434
1.733224e+01	1.488275e+01	2.382250e+01	-9.408434
1.733230e+01	1.488275e+01	2.382245e+01	-9.408432
1.733236e+01	1.488273e+01	2.382242e+01	-9.408428
1.733241e+01	1.488272e+01	2.382236e+01	-9.408431
1.733247e+01	1.488270e+01	2.382230e+01	-9.408430
1.733253e+01	1.488268e+01	2.382226e+01	-9.408425
1.733258e+01	1.488269e+01	2.382222e+01	-9.408431
1.733264e+01	1.488267e+01	2.382215e+01	-9.408425
1.733270e+01	1.488267e+01	2.382209e+01	-9.408426
1.733275e+01	1.488266e+01	2.382206e+01	-9.408424
1.733281e+01	1.488264e+01	2.382202e+01	-9.408422
1.733287e+01	1.488262e+01	2.382196e+01	-9.408421
1.733293e+01	1.488261e+01	2.382190e+01	-9.408422
1.733298e+01	1.488260e+01	2.382185e+01	-9.408418
1.733304e+01	1.488259e+01	2.382180e+01	-9.408421
1.733310e+01	1.488256e+01	2.382177e+01	-9.408418
1.733315e+01	1.488256e+01	2.382170e+01	-9.408417
1.733321e+01	1.488254e+01	2.382165e+01	-9.408416
1.733327e+01	1.488253e+01	2.382159e+01	-9.408415
1.733333e+01	1.488253e+01	2.382156e+01	-9.408415
1.733338e+01	1.488252e+01	2.382150e+01	-9.408415
1.733344e+01	1.488250e+01	2.382145e+01	-9.408414
1.733350e+01	1.488248e+01	2.382140e+01	-9.408413
1.733355e+01	1.488248e+01	2.382136e+01	-9.408412
1.733361e+01	1.488246e+01	2.382131e+01	-9.408411
1.733367e+01	1.488246e+01	2.382126e+01	-9.408409
1.733372e+01	1.488244e+01	2.382122e+01	-9.408409
1.733378e+01	1.488244e+01	2.382117e+01	-9.408407
1.733384e+01	1.488242e+01	2.382112e+01	-9.408407
1.733390e+01	1.488241e+01	2.382106e+01	-9.408405
1.733395e+01	1.488241e+01	2.382101e+01	-9.408403
1.733401e+01	1.488237e+01	2.382096e+01	-9.408404
1.733407e+01	1.488236e+01	2.382092e+01	-9.408405
1.733412e+01	1.488236e+01	2.382087e+01	-9.408402
1.733418e+01	1.488235e+01	2.382081e+01	-9.408400
1.733424e+01	1.488233e+01	2.382074e+01	-9.408400
1.733430e+01	1.488233e+01	2.382071e+01	-9.408401
1.733435e+01	1.488232e+01	2.382067e+01	-9.408403
1.733441e+01	1.488231e+01	2.382063e+01	-9.408400
1.733447e+01	1.488229e+01	2.382057e+01	-9.408397
1.733452e+01	1.488227e+01	2.382049e+01	-9.408397
1.733458e+01	1.488226e+01	2.382047e+01	-9.408394
1.733464e+01	1.488226e+01	2.382041e+01	-9.408392
1.733469e+01	1.488224e+01	2.382038e+01	-9.408392
1.733475e+01	1.488223e+01	2.382031e+01	-9.408392
1.733481e+01	1.488222e+01	2.382025e+01	-9.408389
1.733487e+01	1.488219e+01	2.382021e+01	-9.408386
1.733492e+01	1.488219e+01	2.382016e+01	-9.408390
1.733498e+01	1.488218e+01	2.382010e+01	-9.408389
1.733504e+01	1.488217e+01	2.382006e+01	-9.408386
1.733509e+01	1.488215e+01	2.382002e+01	-9.408387
1.733515e+01	1.488215e+01	2.381996e+01	-9.408385
1.733521e+01	1.488213e+01	2.381992e+01	-9.408384
1.733527e+01	1.488211e+01	2.381987e+01	-9.408384
1.733532e+01	1.488211e+01	2.381982e+01	-9.408384
1.733538e+01	1.488210e+01	2.381977e+01	-9.408381
1.733544e+01	1.488208e+01	2.381972e+01	-9.408380
1.733549e+01	1.488207e+01	2.381967e+01	-9.408378
1.733555e+01	1.488206e+01	2.381961e+01	-9.408379
1.733561e+01	1.488205e+01	2.381956e+01	-9.408379
1.733566e+01	1.488204e+01	2.381952e+01	-9.408378
1.733572e+01	1.488202e+01	2.381947e+01	-9.408378
1.733578e+01	1.488200e+01	2.381942e+01	-9.408374
1.733584e+01	1.488201e+01	2.381937e+01	-9.408375
1.733589e+01	1.488199e+01	2.381932e+01	-9.408374
1.733595e+01	1.488197e+01	2.381927e+01	-9.408372
1.733601e+01	1.488197e+01	2.381923e+01	-9.408371
1.733606e+01	1.488195e+01	2.381917e+01	-9.408371
1.733612e+01	1.488194e+01	2.381911e+01	-9.408369
1.733618e+01	1.488193e+01	2.381908e+01	-9.408367
1.733624e+01	1.488191e+01	2.381901e+01	-9.408369
1.733629e+01	1.488190e+01	2.381895e+01	-9.408366
1.733635e+01	1.488190e+01	2.381892e+01	-9.408369
1.733641e+01	1.488187e+01	2.381888e+01	-9.408367
1.733646e+01	1.488186e+01	2.381883e+01	-9.408363
1.733652e+01	1.488185e+01	2.381877e+01	-9.408362
1.733658e+01	1.488185e+01	2.381871e+01	-9.408361
1.733663e+01	1.488183e+01	2.381868e+01	-9.408362
1.733669e+01	1.488182e+01	2.381862e+01	-9.408362
1.733675e+01	1.488181e+01	2.381857e+01	-9.408363
1.733681e+01	1.488179e+01	2.381853e+01	-9.408361
1.733686e+01	1.488179e+01	2.381848e+01	-9.408360
1.733692e+01	1.488179e+01	2.381842e+01	-9.408360
1.733698e+01	1.488177e+01	2.381836e+01	-9.408357
1.733703e+01	1.488174e+01	2.381830e+01	-9.408357
1.733709e+01	1.488174e+01	2.381826e+01	-9.408358
1.733715e+01	1.488172e+01	2.381822e+01	-9.408353
1.733721e+01	1.488171e+01	2.381817e+01	-9.408352
1.733726e+01	1.488170e+01	2.381812e+01	-9.408354
1.733732e+01	1.488170e+01	2.381808e+01	-9.408356
1.733738e+01	1.488168e+01	2.381803e+01	-9.408350
1.733743e+01	1.488167e+01	2.381797e+01	-9.408348
1.733749e+01	1.488165e+01	2.381793e+01	-9.408350
1.733755e+01	1.488163e+01	2.381788e+01	-9.408346
1.733760e+01	1.488164e+01	2.381782e+01	-9.408346
1.733766e+01	1.488161e+01	2.381780e+01	-9.408347
1.733772e+01	1.488160e+01	2.381773e+01	-9.408347
1.733778e+01	1.488159e+01	2.381766e+01	-9.408341
1.733783e+01	1.488159e+01	2.381763e+01	-9.408340
1.733789e+01	1.488159e+01	2.381757e+01	-9.408340
1.733795e+01	1.488158e+01	2.381753e+01	-9.408339
1.733800e+01	1.488154e+01	2.381747e+01	-9.408337
1.733806e+01	1.488154e+01	2.381742e+01	-9.408338
1.733812e+01	1.488152e+01	2.381738e+01	-9.408337
1.733817e+01	1.488151e+01	2.381732e+01	-9.408338
1.733823e+01	1.488149e+01	2.381729e+01	-9.408338
1.733829e+01	1.488149e+01	2.381723e+01	-9.408336
1.733835e+01	1.488147e+01	2.381718e+01	-9.408335
1.733840e+01	1.488147e+01	2.381712e+01	-9.408334
1.733846e+01	1.488145e+01	2.381709e+01	-9.408332
1.733852e+01	1.488143e+01	2.381704e+01	-9.408331
1.733857e+01	1.488141e+01	2.381698e+01	-9.408333
1.733863e+01	1.488143e+01	2.381695e+01	-9.408332
1.733869e+01	1.488141e+01	2.381689e+01	-9.408329
1.733875e+01	1.488139e+01	2.381683e+01	-9.408327
1.733880e+01	1.488138e+01	2.381678e+01	-9.408325
1.733886e+01	1.488136e+01	2.381674e+01	-9.408325
1.733892e+01	1.488137e+01	2.381669e+01	-9.408325
1.733897e+01	1.488134e+01	2.381664e+01	-9.408322
1.733903e+01	1.488132e+01	2.381658e+01	-9.408323
1.733909e+01	1.488132e+01	2.381654e+01	-9.408323
1.733914e+01	1.488131e+01	2.381647e+01	-9.408320
1.733920e+01	1.488129e+01	2.381643e+01	-9.408323
1.733926e+01	1.488128e+01	2.381638e+01	-9.408316
1.733932e+01	1.488126e+01	2.381633e+01	-9.408317
1.733937e+01	1.488125e+01	2.381628e+01	-9.408317
1.733943e+01	1.488125e+01	2.381623e+01	-9.408317
1.733949e+01	1.488123e+01	2.381618e+01	-9.408314
1.733954e+01	1.488121e+01	2.381615e+01	-9.408315
1.733960e+01	1.488121e+01	2.381608e+01	-9.408315
1.733966e+01	1.488120e+01	2.381603e+01	-9.408312
1.733972e+01	1.488119e+01	2.381600e+01	-9.408312
1.733977e+01	1.488117e+01	2.381595e+01	-9.408313
1.733983e+01	1.488115e+01	2.381589e+01	-9.408312
1.733989e+01	1.488114e+01	2.381582e+01	-9.408309
1.733994e+01	1.488115e+01	2.381579e+01	-9.408311
1.734000e+01	1.488112e+01	2.381575e+01	-9.408308
1.734006e+01	1.488111e+01	2.381567e+01	-9.408306
1.734011e+01	1.488110e+01	2.381562e+01	-9.408304
1.734017e+01	1.488109e+01	2.381559e+01	-9.408303
1.734023e+01	1.488107e+01	2.381554e+01	-9.408304
1.734029e+01	1.488106e+01	2.381548e+01	-9.408301
1.734034e+01	1.488105e+01	2.381544e+01	-9.408304
1.734040e+01	1.488103e+01	2.381540e+01	-9.408300
1.734046e+01	1.488103e+01	2.381534e+01	-9.408301
1.734051e+01	1.488102e+01	2.381531e+01	-9.408302
1.734057e+01	1.488101e+01	2.381525e+01	-9.408299
1.734063e+01	1.488099e+01	2.381520e+01	-9.408298
1.734069e+01	1.488098e+01	2.381516e+01	-9.408297
1.734074e+01	1.488097e+01	2.381509e+01	-9.408297
1.734080e+01	1.488095e+01	2.381504e+01	-9.408294
1.734086e+01	1.488094e+01	2.381500e+01	-9.408298
1.734091e+01	1.488095e+01	2.381491e+01	-9.408291
1.734097e+01	1.488092e+01	2.381490e+01	-9.408290
1.734103e+01	1.488091e+01	2.381486e+01	-9.408290
1.734108e+01	1.488091e+01	2.381480e+01	-9.408291
1.734114e+01	1.488088e+01	2.381475e+01	-9.408289
1.734120e+01	1.488087e+01	2.381470e+01	-9.408286
1.734126e+01	1.488085e+01	2.381465e+01	-9.408283
1.734131e+01	1.488085e+01	2.381460e+01	-9.408286
1.734137e+01	1.488083e+01	2.381455e+01	-9.408287
1.734143e+01	1.488083e+01	2.381451e+01	-9.408287
1.734148e+01	1.488080e+01	2.381446e+01	-9.408283
1.734154e+01	1.488080e+01	2.381440e+01	-9.408282
1.734160e+01	1.488079e+01	2.381435e+01	-9.408283
1.734166e+01	1.488077e+01	2.381430e+01	-9.408279
1.734171e+01	1.488076e+01	2.381425e+01	-9.408278
1.734177e+01	1.488074e+01	2.381420e+01	-9.408276
1.734183e+01	1.488074e+01	2.381416e+01	-9.408276
1.734188e+01	1.488071e+01	2.381412e+01	-9.408276
1.734194e+01	1.488070e+01	2.381405e+01	-9.408274
1.734200e+01	1.488070e+01	2.381401e+01	-9.408275
1.734205e+01	1.488068e+01	2.381396e+01	-9.408273
1.734211e+01	1.488068e+01	2.381388e+01	-9.408270
1.734217e+01	1.488067e+01	2.381386e+01	-9.408270
1.734223e+01	1.488066e+01	2.381380e+01	-9.408268
1.734228e+01	1.488065e+01	2.381375e+01	-9.408270
1.734234e+01	1.488062e+01	2.381370e+01	-9.408268
1.734240e+01	1.488062e+01	2.381366e+01	-9.408271
1.734245e+01	1.488060e+01	2.381361e+01	-9.408268
1.734251e+01	1.488060e+01	2.381356e+01	-9.408268
1.734257e+01	1.488058e+01	2.381350e+01	-9.408264
1.734263e+01	1.488057e+01	2.381346e+01	-9.408265
1.734268e+01	1.488056e+01	2.381340e+01	-9.408262
1.734274e+01	1.488055e+01	2.381336e+01	-9.408265
1.734280e+01	1.488054e+01	2.381330e+01	-9.408261
1.734285e+01	1.488051e+01	2.381327e+01	-9.408264
1.734291e+01	1.488051e+01	2.381321e+01	-9.408259
1.734297e+01	1.488050e+01	2.381317e+01	-9.408258
1.734302e+01	1.488049e+01	2.381312e+01	-9.408259
1.734308e+01	1.488048e+01	2.381306e+01	-9.408255
1.734314e+01	1.488046e+01	2.381301e+01	-9.408257
1.734320e+01	1.488046e+01	2.381296e+01	-9.408255
1.734325e+01	1.488045e+01	2.381291e+01	-9.408255
1.734331e+01	1.488043e+01	2.381286e+01	-9.408254
1.734337e+01	1.488041e+01	2.381281e+01	-9.408253
1.734342e+01	1.488041e+01	2.381276e+01	-9.408253
1.734348e+01	1.488039e+01	2.381270e+01	-9.408250
1.734354e+01	1.488037e+01	2.381267e+01	-9.408249
1.734360e+01	1.488037e+01	2.381262e+01	-9.408252
1.734365e+01	1.488036e+01	2.381256e+01	-9.408247
1.734371e+01	1.488035e+01	2.381253e+01	-9.408248
1.734377e+01	1.488034e+01	2.381248e+01	-9.408247
1.734382e+01	1.488032e+01	2.381241e+01	-9.408245
1.734388e+01	1.488032e+01	2.381238e+01	-9.408242
1.734394e+01	1.488030e+01	2.381232e+01	-9.408241
1.734399e+01	1.488030e+01	2.381228e+01	-9.408239
1.734405e+01	1.488027e+01	2.381221e+01	-9.408239
1.734411e+01	1.488025e+01	2.381217e+01	-9.408237
1.734417e+01	1.488025e+01	2.381212e+01	-9.408239
1.734422e+01	1.488023e+01	2.381206e+01	-9.408237
1.734428e+01	1.488023e+01	2.381203e+01	-9.408239
1.734434e+01	1.488022e+01	2.381196e+01	-9.408236
1.734439e+01	1.488020e+01	2.381191e+01	-9.408235
1.734445e+01	1.488018e+01	2.381188e+01	-9.408234
1.734451e+01	1.488018e+01	2.381180e+01	-9.408232
1.734457e+01	1.488016e+01	2.381177e+01	-9.408232
1.734462e+01	1.488014e+01	2.381171e+01	-9.408234
1.734468e+01	1.488014e+01	2.381167e+01	-9.408231
